State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Michael Badnarik [ 11 ] Libertarian_Votes,Michael Badnarik [ 11 ] Libertarian_Pct,Various candidates [ 11 ] Write-ins_Votes,Various candidates [ 11 ] Write-ins_Pct,Michael J. Badnarik [ 9 ] Libertarian_Votes,Michael J. Badnarik [ 9 ] Libertarian_Pct,Michael Anthony Peroutka [ 9 ] Constitution_Votes,Michael Anthony Peroutka [ 9 ] Constitution_Pct,Various Other Candidates [ 9 ] Write In_Votes,Various Other Candidates [ 9 ] Write In_Pct,Ralph Nader Reform_Votes,Ralph Nader Reform_Pct,Michael James Badnarik Libertarian_Votes,Michael James Badnarik Libertarian_Pct,Ralph Nader By Petition_Votes,Ralph Nader By Petition_Pct,Michael Badarnik Libertarian_Votes,Michael Badarnik Libertarian_Pct,Michael Peroutka Nebraska_Votes,Michael Peroutka Nebraska_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Michael Badnarik Libertarian_Votes,Michael Badnarik Libertarian_Pct,Michael Peroutka Constitution_Votes,Michael Peroutka Constitution_Pct,Michael J. Badnarik Libertarian_Votes,Michael J. Badnarik Libertarian_Pct,David Cobb Green_Votes,David Cobb Green_Pct,Walt Brown United Citizens_Votes,Walt Brown United Citizens_Pct,Ralph Nader Unaffiliated_Votes,Ralph Nader Unaffiliated_Pct,Total_Votes,Winner,Winner_Pct
Kentucky,Martin__KY,1504,33.14,2996,66.01,39,0.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4539,Republican,66.01
Kentucky,Mason__KY,2644,37.35,4381,61.89,54,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7079,Republican,61.89
Kentucky,Meade__KY,3724,34.01,7152,65.31,75,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10951,Republican,65.31
Kentucky,Menifee__KY,1284,50.79,1215,48.06,29,1.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2528,Democrat,50.79
Kentucky,Mercer__KY,3224,32.15,6745,67.26,59,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10028,Republican,67.26
Kentucky,Metcalfe__KY,1472,35.41,2645,63.63,40,0.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4157,Republican,63.63
Kentucky,Monroe__KY,1158,19.82,4657,79.7,28,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5843,Republican,79.7
Kentucky,Montgomery__KY,4506,44.05,5647,55.2,77,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10230,Republican,55.2
Kentucky,Morgan__KY,2532,48.03,2682,50.87,58,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5272,Republican,50.87
Kentucky,Muhlenberg__KY,6636,49.23,6749,50.07,94,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,13479,Republican,50.07
Kentucky,Nelson__KY,6524,38.73,10161,60.32,159,0.94,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,16844,Republican,60.32
Kentucky,Nicholas__KY,1332,43.54,1700,55.57,27,0.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3059,Republican,55.57
Kentucky,Ohio__KY,3627,36.17,6311,62.93,80,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10028,Republican,62.93
Kentucky,Oldham__KY,8080,29.78,18801,69.29,251,0.93,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,27132,Republican,69.29
Kentucky,Owen__KY,1615,34.06,3084,65.05,42,0.89,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4741,Republican,65.05
Kentucky,Owsley__KY,430,21.51,1558,77.94,11,0.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1999,Republican,77.94
Kentucky,Pendleton__KY,1940,32.2,4045,67.14,40,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6025,Republican,67.14
Kentucky,Perry__KY,5400,46.33,6187,53.08,68,0.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11655,Republican,53.08
Kentucky,Pike__KY,14002,52.3,12611,47.11,157,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,26770,Democrat,52.3
Kentucky,Powell__KY,2249,45.34,2687,54.17,24,0.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4960,Republican,54.17
Kentucky,Pulaski__KY,5829,22.84,19535,76.56,152,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,25516,Republican,76.56
Kentucky,Robertson__KY,413,37.89,670,61.47,7,0.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,1090,Republican,61.47
Kentucky,Rockcastle__KY,1320,21.41,4804,77.91,42,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6166,Republican,77.91
Kentucky,Rowan__KY,4556,52.33,4063,46.67,87,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8706,Democrat,52.33
Kentucky,Russell__KY,1772,22.66,6009,76.83,40,0.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7821,Republican,76.83
Kentucky,Scott__KY,6325,37.1,10600,62.17,125,0.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17050,Republican,62.17
Kentucky,Shelby__KY,5277,32.35,10909,66.87,127,0.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,16313,Republican,66.87
Kentucky,Simpson__KY,2730,38.76,4273,60.67,40,0.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7043,Republican,60.67
Kentucky,Spencer__KY,1970,28.88,4816,70.6,36,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6822,Republican,70.6
Kentucky,Taylor__KY,2979,28.94,7247,70.39,69,0.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10295,Republican,70.39
Kentucky,Todd__KY,1491,31.36,3242,68.2,21,0.44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4754,Republican,68.2
Kentucky,Trigg__KY,2046,33.48,4023,65.83,42,0.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6111,Republican,65.83
Kentucky,Trimble__KY,1428,37.68,2332,61.53,30,0.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3790,Republican,61.53
Kentucky,Union__KY,2398,40.12,3534,59.13,45,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5977,Republican,59.13
Kentucky,Warren__KY,14326,36.08,25100,63.21,285,0.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,39711,Republican,63.21
Kentucky,Washington__KY,1724,32.93,3479,66.44,33,0.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5236,Republican,66.44
Kentucky,Wayne__KY,2616,34.04,5027,65.41,42,0.54,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7685,Republican,65.41
Kentucky,Webster__KY,2304,41.54,3207,57.82,36,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5547,Republican,57.82
Kentucky,Whitley__KY,3985,29.24,9559,70.14,85,0.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,13629,Republican,70.14
Kentucky,Wolfe__KY,1744,55.28,1385,43.9,26,0.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3155,Democrat,55.28
Kentucky,Woodford__KY,4480,38.95,6937,60.31,85,0.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11502,Republican,60.31
Louisiana,Acadia__LA,8937,35.42,16083,63.75,210,0.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,25230,Republican,63.75
Louisiana,Allen__LA,3791,41.55,5140,56.33,193,2.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9124,Republican,56.33
Louisiana,Ascension__LA,13955,35.69,24661,63.07,484,1.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,39100,Republican,63.07
Louisiana,Assumption__LA,5585,52.03,4966,46.26,184,1.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10735,Democrat,52.03
Louisiana,Avoyelles__LA,6976,44.93,8302,53.48,247,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,15525,Republican,53.48
Louisiana,Beauregard__LA,3666,27.6,9470,71.3,145,1.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,13281,Republican,71.3
Louisiana,Bienville__LA,3399,47.49,3612,50.47,146,2.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7157,Republican,50.47
Louisiana,Bossier__LA,12317,28.84,30040,70.34,348,0.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,42705,Republican,70.34
Louisiana,Caddo__LA,51739,48.54,54292,50.93,564,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,106595,Republican,50.93
Louisiana,Calcasieu__LA,32864,41.24,46075,57.81,759,0.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,79698,Republican,57.81
Louisiana,Caldwell__LA,1384,29.12,3308,69.61,60,1.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4752,Republican,69.61
Louisiana,Cameron__LA,1367,29.46,3190,68.75,83,1.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4640,Republican,68.75
Louisiana,Catahoula__LA,1673,33.77,3219,64.98,62,1.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4954,Republican,64.98
Louisiana,Claiborne__LA,2854,43.05,3704,55.87,72,1.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6630,Republican,55.87
Louisiana,Concordia__LA,3446,38.37,5427,60.43,107,1.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8980,Republican,60.43
Louisiana,De_Soto__LA,5026,44.34,6211,54.79,99,0.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11336,Republican,54.79
Louisiana,East_Baton_Rouge__LA,82298,44.81,99943,54.42,1401,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,183642,Republican,54.42
Louisiana,East_Carroll__LA,1980,58.32,1357,39.97,58,1.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,3395,Democrat,58.32
Louisiana,East_Feliciana__LA,4091,44.46,5021,54.57,89,0.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9201,Republican,54.57
Louisiana,Evangeline__LA,5757,41.18,7949,56.86,273,1.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,13979,Republican,56.86
Louisiana,Franklin__LA,2828,31.07,6141,67.46,134,1.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9103,Republican,67.46
Louisiana,Grant__LA,1977,24.74,5911,73.97,103,1.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7991,Republican,73.97
Louisiana,Iberia__LA,12426,38.5,19420,60.17,427,1.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,32273,Republican,60.17
Louisiana,Iberville__LA,8259,55.7,6333,42.71,235,1.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,14827,Democrat,55.7
Louisiana,Jackson__LA,2525,33.02,5038,65.88,84,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,7647,Republican,65.88
Louisiana,Jefferson__LA,72136,37.64,117882,61.5,1645,0.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,191663,Republican,61.5
Louisiana,Jefferson_Davis__LA,4745,36.48,8055,61.93,207,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,13007,Republican,61.93
Louisiana,Lafayette__LA,31210,34.71,57732,64.2,981,1.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,89923,Republican,64.2
Louisiana,Lafourche__LA,14417,38.08,22734,60.04,713,1.88,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,37864,Republican,60.04
Louisiana,LaSalle__LA,1155,18.52,5015,80.39,68,1.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6238,Republican,80.39
Louisiana,Lincoln__LA,7242,39.75,10791,59.23,185,1.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,18218,Republican,59.23
Louisiana,Livingston__LA,9895,22.36,33976,76.78,382,0.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,44253,Republican,76.78
Louisiana,Madison__LA,2334,49.95,2291,49.03,48,1.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4673,Democrat,49.95
Louisiana,Morehouse__LA,5336,41.14,7471,57.6,164,1.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12971,Republican,57.6
Louisiana,Natchitoches__LA,7398,43.6,9261,54.59,307,1.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,16966,Republican,54.59
Louisiana,Orleans__LA,152610,77.43,42847,21.74,1646,0.84,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,197103,Democrat,77.43
Louisiana,Ouachita__LA,22016,34.16,41750,64.78,678,1.05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,64444,Republican,64.78
Louisiana,Plaquemines__LA,4181,34.4,7866,64.72,106,0.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,12153,Republican,64.72
Louisiana,Pointe_Coupee__LA,5712,50.68,5429,48.17,130,1.15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11271,Democrat,50.68
Louisiana,Rapides__LA,18904,34.96,34492,63.79,673,1.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,54069,Republican,63.79
Louisiana,Red_River__LA,2140,45.37,2507,53.15,70,1.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,4717,Republican,53.15
Louisiana,Richland__LA,3082,35.57,5471,63.14,112,1.29,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,8665,Republican,63.14
Louisiana,Sabine__LA,2743,28.64,6711,70.08,122,1.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9576,Republican,70.08
Louisiana,St__Bernard__LA,9956,33.37,19597,65.68,285,0.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,29838,Republican,65.68
Louisiana,St__Charles__LA,8856,37.15,14747,61.87,234,0.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,23837,Republican,61.87
Louisiana,St__Helena__LA,3173,57.61,2235,40.58,100,1.82,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5508,Democrat,57.61
Louisiana,St__James__LA,6407,57.68,4545,40.92,156,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,11108,Democrat,57.68
Louisiana,St__John_the_Baptist__LA,10305,52.53,9039,46.08,273,1.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,19617,Democrat,52.53
Louisiana,St__Landry__LA,18166,49.42,18315,49.82,279,0.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,36760,Republican,49.82
Louisiana,St__Martin__LA,10321,45.22,12095,52.99,408,1.79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,22824,Republican,52.99
Louisiana,St__Mary__LA,9547,42.07,12877,56.74,270,1.19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,22694,Republican,56.74
Louisiana,St__Tammany__LA,24665,24.52,75139,74.7,788,0.78,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,100592,Republican,74.7
Louisiana,Tangipahoa__LA,15345,36.42,26181,62.14,609,1.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,42135,Republican,62.14
Louisiana,Tensas__LA,1469,49.58,1453,49.04,41,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,2963,Democrat,49.58
Louisiana,Terrebonne__LA,13684,33.73,26358,64.96,532,1.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,40574,Republican,64.96
Louisiana,Union__LA,3089,28.82,7457,69.57,172,1.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10718,Republican,69.57
Louisiana,Vermilion__LA,9085,37.0,15069,61.38,398,1.62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,24552,Republican,61.38
Louisiana,Vernon__LA,4035,26.5,11032,72.44,162,1.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,15229,Republican,72.44
Louisiana,Washington__LA,6554,36.74,11006,61.69,281,1.58,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17841,Republican,61.69
Louisiana,Webster__LA,6833,37.04,11070,60.0,546,2.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,18449,Republican,60.0
Louisiana,West_Baton_Rouge__LA,4932,45.52,5822,53.73,81,0.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,10835,Republican,53.73
Louisiana,West_Carroll__LA,1231,24.46,3740,74.31,62,1.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5033,Republican,74.31
Louisiana,West_Feliciana__LA,2214,42.43,2932,56.19,72,1.38,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,5218,Republican,56.19
Louisiana,Winn__LA,2056,31.6,4366,67.1,85,1.31,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,6507,Republican,67.1
Maine,Androscoggin__ME,30503,54.4,24519,43.73,1045,1.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,56067,Democrat,54.4
Maine,Aroostook__ME,19569,51.86,17564,46.55,600,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,37733,Democrat,51.86
Maine,Cumberland__ME,94846,58.2,65384,40.12,2732,1.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,162962,Democrat,58.2
Maine,Franklin__ME,9465,54.83,7378,42.74,418,2.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17261,Democrat,54.83
Maine,Hancock__ME,18048,54.49,14405,43.49,669,2.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,33122,Democrat,54.49
Maine,Kennebec__ME,35616,53.34,29761,44.57,1395,2.09,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,66772,Democrat,53.34
Maine,Knox__ME,12690,54.59,10103,43.46,454,1.95,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,23247,Democrat,54.59
Maine,Lincoln__ME,11351,51.26,10370,46.83,421,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,22142,Democrat,51.26
Maine,Oxford__ME,16618,52.68,14196,45.0,732,2.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,31546,Democrat,52.68
Maine,Penobscot__ME,40417,49.22,40318,49.1,1377,1.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,82112,Democrat,49.22
Maine,Piscataquis__ME,4409,44.36,5299,53.31,232,2.33,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,9940,Republican,53.31
Maine,Sagadahoc__ME,11107,52.69,9497,45.05,475,2.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,21079,Democrat,52.69
Maine,Somerset__ME,13555,50.0,12953,47.78,600,2.21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,27108,Democrat,50.0
Maine,Waldo__ME,11555,51.77,10309,46.19,454,2.03,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,22318,Democrat,51.77
Maine,Washington__ME,8391,48.47,8619,49.79,300,1.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,17310,Republican,49.79
Maine,York__ME,58702,53.35,49526,45.01,1805,1.64,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,110033,Democrat,53.35
Maryland,Allegany__MD,10576,35.42,18980,63.57,299,1.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,29855,Republican,63.57
Maryland,Anne_Arundel__MD,103324,43.11,133231,55.59,3112,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,239667,Republican,55.59
