State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Miscellaneous_Votes,Miscellaneous_Pct,Total_Votes,Winner,Winner_Pct
Indiana,Dearborn__IN,5135,38.76,8030,60.61,84,0.63,13249,Republican,60.61
Indiana,Decatur__IN,3646,36.64,6271,63.02,34,0.34,9951,Republican,63.02
Indiana,DeKalb__IN,4911,35.2,8929,64.01,110,0.79,13950,Republican,64.01
Indiana,Delaware__IN,20923,39.74,31534,59.9,190,0.36,52647,Republican,59.9
Indiana,Dubois__IN,6700,46.93,7461,52.26,115,0.81,14276,Republican,52.26
Indiana,Elkhart__IN,14883,30.38,33772,68.93,339,0.69,48994,Republican,68.93
Indiana,Fayette__IN,4304,40.1,6370,59.36,58,0.54,10732,Republican,59.36
Indiana,Floyd__IN,11543,45.33,13669,53.67,255,1,25467,Republican,53.67
Indiana,Fountain__IN,2845,33.45,5648,66.4,13,0.15,8506,Republican,66.4
Indiana,Franklin__IN,2834,36.8,4851,62.99,16,0.21,7701,Republican,62.99
Indiana,Fulton__IN,2788,31.94,5912,67.74,28,0.32,8728,Republican,67.74
Indiana,Gibson__IN,6834,44.99,8336,54.88,19,0.13,15189,Republican,54.88
Indiana,Grant__IN,10390,33.61,20354,65.85,165,0.53,30909,Republican,65.85
Indiana,Greene__IN,6027,42.75,7886,55.94,185,1.31,14098,Republican,55.94
Indiana,Hamilton__IN,7036,19.92,28219,79.88,72,0.2,35327,Republican,79.88
Indiana,Hancock__IN,5124,28.25,12982,71.57,32,0.18,18138,Republican,71.57
Indiana,Harrison__IN,4865,41.96,6698,57.77,31,0.27,11594,Republican,57.77
Indiana,Hendricks__IN,7412,26.36,20641,73.41,64,0.23,28117,Republican,73.41
Indiana,Henry__IN,7626,35.98,13527,63.82,43,0.2,21196,Republican,63.82
Indiana,Howard__IN,12916,35.97,22881,63.72,113,0.31,35910,Republican,63.72
Indiana,Huntington__IN,5415,33.98,10471,65.7,51,0.32,15937,Republican,65.7
Indiana,Jackson__IN,6425,40.3,9441,59.22,76,0.48,15942,Republican,59.22
Indiana,Jasper__IN,2544,27.43,6659,71.79,73,0.79,9276,Republican,71.79
Indiana,Jay__IN,3256,35.33,5936,64.4,25,0.27,9217,Republican,64.4
Indiana,Jefferson__IN,5496,42,7417,56.67,174,1.33,13087,Republican,56.67
Indiana,Jennings__IN,3931,40.02,5838,59.44,53,0.54,9822,Republican,59.44
Indiana,Johnson__IN,8445,27.99,21664,71.8,65,0.22,30174,Republican,71.8
Indiana,Knox__IN,7829,41.59,10850,57.65,143,0.76,18822,Republican,57.65
Indiana,Kosciusko__IN,5684,25.01,16992,74.76,54,0.24,22730,Republican,74.76
Indiana,LaGrange__IN,2095,30.74,4712,69.14,8,0.12,6815,Republican,69.14
Indiana,Lake__IN,101145,48.78,105100,50.69,1094,0.53,207339,Republican,50.69
Indiana,LaPorte__IN,15387,37.96,24997,61.66,154,0.38,40538,Republican,61.66
Indiana,Lawrence__IN,5826,33.68,11364,65.7,106,0.61,17296,Republican,65.7
Indiana,Madison__IN,23554,37.93,38410,61.86,128,0.21,62092,Republican,61.86
Indiana,Marion__IN,126103,40.13,186927,59.48,1239,0.39,314269,Republican,59.48
Indiana,Marshall__IN,5113,31.16,11193,68.2,105,0.64,16411,Republican,68.2
Indiana,Martin__IN,2479,42.9,3294,57,6,0.1,5779,Republican,57
Indiana,Miami__IN,4927,34.44,9292,64.96,85,0.59,14304,Republican,64.96
Indiana,Monroe__IN,13316,36.09,22669,61.44,909,2.46,36894,Republican,61.44
Indiana,Montgomery__IN,4158,27.87,10710,71.8,49,0.33,14917,Republican,71.8
Indiana,Morgan__IN,5439,27.98,13944,71.74,55,0.28,19438,Republican,71.74
Indiana,Newton__IN,1649,28.61,4100,71.14,14,0.24,5763,Republican,71.14
Indiana,Noble__IN,4721,35.54,8503,64.02,58,0.44,13282,Republican,64.02
Indiana,Ohio__IN,1074,44.38,1343,55.5,3,0.12,2420,Republican,55.5
Indiana,Orange__IN,3228,37.72,5309,62.04,21,0.25,8558,Republican,62.04
Indiana,Owen__IN,2325,37.43,3875,62.38,12,0.19,6212,Republican,62.38
Indiana,Parke__IN,2432,33.25,4871,66.59,12,0.16,7315,Republican,66.59
Indiana,Perry__IN,4540,47.95,4893,51.68,35,0.37,9468,Republican,51.68
Indiana,Pike__IN,3346,48.13,3590,51.64,16,0.23,6952,Republican,51.64
Indiana,Porter__IN,12869,27.49,33767,72.13,180,0.38,46816,Republican,72.13
Indiana,Posey__IN,4465,39.33,6869,60.5,20,0.18,11354,Republican,60.5
Indiana,Pulaski__IN,2092,33.15,4152,65.8,66,1.05,6310,Republican,65.8
Indiana,Putnam__IN,3996,34.01,7713,65.65,39,0.33,11748,Republican,65.65
Indiana,Randolph__IN,4025,32.49,8341,67.32,24,0.19,12390,Republican,67.32
Indiana,Ripley__IN,4022,39.3,6175,60.34,36,0.35,10233,Republican,60.34
Indiana,Rush__IN,2388,31.79,5112,68.06,11,0.15,7511,Republican,68.06
Indiana,St__Joseph__IN,44218,42.88,58409,56.65,487,0.47,103114,Republican,56.65
Indiana,Scott__IN,3694,50.4,3604,49.17,31,0.42,7329,Democrat,50.4
Indiana,Shelby__IN,5861,34.17,11238,65.53,51,0.3,17150,Republican,65.53
Indiana,Spencer__IN,4153,42.79,5527,56.95,25,0.26,9705,Republican,56.95
Indiana,Starke__IN,3615,39.68,5407,59.35,88,0.97,9110,Republican,59.35
Indiana,Steuben__IN,2606,28.93,6372,70.74,30,0.33,9008,Republican,70.74
Indiana,Sullivan__IN,4335,47.62,4747,52.15,21,0.23,9103,Republican,52.15
Indiana,Switzerland__IN,1704,50.71,1646,48.99,10,0.3,3360,Democrat,50.71
Indiana,Tippecanoe__IN,14636,30.2,33288,68.68,546,1.13,48470,Republican,68.68
Indiana,Tipton__IN,2547,31.56,5484,67.95,40,0.5,8071,Republican,67.95
Indiana,Union__IN,898,32.3,1879,67.59,3,0.11,2780,Republican,67.59
Indiana,Vanderburgh__IN,29930,42.17,40862,57.57,190,0.27,70982,Republican,57.57
Indiana,Vermillion__IN,3793,45.15,4591,54.65,16,0.19,8400,Republican,54.65
Indiana,Vigo__IN,19261,41.4,27150,58.35,116,0.25,46527,Republican,58.35
Indiana,Wabash__IN,4620,32.15,9672,67.32,76,0.53,14368,Republican,67.32
Indiana,Warren__IN,1287,30.96,2865,68.92,5,0.12,4157,Republican,68.92
Indiana,Warrick__IN,6845,41.31,9702,58.55,23,0.14,16570,Republican,58.55
Indiana,Washington__IN,3663,39.4,5483,58.98,151,1.62,9297,Republican,58.98
Indiana,Wayne__IN,9599,34.22,18371,65.49,82,0.29,28052,Republican,65.49
Indiana,Wells__IN,3760,36,6666,63.82,19,0.18,10445,Republican,63.82
Indiana,White__IN,3247,29.91,7585,69.88,23,0.21,10855,Republican,69.88
Indiana,Whitley__IN,4497,35.08,8280,64.58,44,0.34,12821,Republican,64.58
Iowa,Adair__IA,1462,31.18,3225,68.78,2,0.04,4689,Republican,68.78
Iowa,Adams__IA,942,31.57,2038,68.3,4,0.13,2984,Republican,68.3
Iowa,Allamakee__IA,2181,33.12,4397,66.76,8,0.12,6586,Republican,66.76
Iowa,Appanoose__IA,2774,41.23,3947,58.67,7,0.1,6728,Republican,58.67
Iowa,Audubon__IA,1550,35.61,2799,64.3,4,0.09,4353,Republican,64.3
Iowa,Benton__IA,4229,39.76,6393,60.11,13,0.12,10635,Republican,60.11
Iowa,Black_Hawk__IA,27564,43.26,36009,56.51,149,0.23,63722,Republican,56.51
Iowa,Boone__IA,5142,42.54,6933,57.36,12,0.1,12087,Republican,57.36
Iowa,Bremer__IA,3540,31.28,7773,68.68,5,0.04,11318,Republican,68.68
Iowa,Buchanan__IA,3611,38.33,5806,61.62,5,0.05,9422,Republican,61.62
Iowa,Buena_Vista__IA,3476,35.92,6187,63.94,13,0.13,9676,Republican,63.94
Iowa,Butler__IA,1995,27.8,5178,72.15,4,0.06,7177,Republican,72.15
Iowa,Calhoun__IA,2154,34.04,4162,65.77,12,0.19,6328,Republican,65.77
Iowa,Carroll__IA,3892,39.97,5837,59.95,8,0.08,9737,Republican,59.95
Iowa,Cass__IA,2179,26.82,5936,73.05,11,0.14,8126,Republican,73.05
Iowa,Cedar__IA,2607,33.44,5178,66.41,12,0.15,7797,Republican,66.41
Iowa,Cerro_Gordo__IA,9394,41.15,13398,58.69,36,0.16,22828,Republican,58.69
Iowa,Cherokee__IA,2721,36.28,4767,63.56,12,0.16,7500,Republican,63.56
Iowa,Chickasaw__IA,2937,39.51,4489,60.39,7,0.09,7433,Republican,60.39
Iowa,Clarke__IA,1615,36.67,2786,63.26,3,0.07,4404,Republican,63.26
Iowa,Clay__IA,3186,36.35,5571,63.57,7,0.08,8764,Republican,63.57
Iowa,Clayton__IA,3306,35.91,5890,63.98,10,0.11,9206,Republican,63.98
Iowa,Clinton__IA,9733,38.61,15425,61.18,53,0.21,25211,Republican,61.18
Iowa,Crawford__IA,2510,31.37,5489,68.6,3,0.04,8002,Republican,68.6
Iowa,Dallas__IA,5326,41.08,7624,58.81,14,0.11,12964,Republican,58.81
Iowa,Davis__IA,1691,43.03,2235,56.87,4,0.1,3930,Republican,56.87
Iowa,Decatur__IA,2055,44.29,2580,55.6,5,0.11,4640,Republican,55.6
Iowa,Delaware__IA,2687,34.48,5105,65.5,2,0.03,7794,Republican,65.5
Iowa,Des_Moines__IA,10006,49.01,10382,50.85,29,0.14,20417,Republican,50.85
Iowa,Dickinson__IA,2631,35.35,4801,64.51,10,0.13,7442,Republican,64.51
Iowa,Dubuque__IA,18756,45.15,22725,54.71,58,0.14,41539,Republican,54.71
Iowa,Emmet__IA,2157,37.68,3563,62.25,4,0.07,5724,Republican,62.25
Iowa,Fayette__IA,4387,38.07,7121,61.8,15,0.13,11523,Republican,61.8
Iowa,Floyd__IA,3639,39.91,5459,59.87,20,0.22,9118,Republican,59.87
Iowa,Franklin__IA,1923,33.84,3752,66.03,7,0.12,5682,Republican,66.03
Iowa,Fremont__IA,1204,29.15,2927,70.85,0,0,4131,Republican,70.85
Iowa,Greene__IA,2215,37.3,3719,62.62,5,0.08,5939,Republican,62.62
Iowa,Grundy__IA,1879,26.74,5140,73.16,7,0.1,7026,Republican,73.16
Iowa,Guthrie__IA,1869,33.9,3642,66.05,3,0.05,5514,Republican,66.05
Iowa,Hamilton__IA,2752,33.29,5506,66.61,8,0.1,8266,Republican,66.61
Iowa,Hancock__IA,1926,31.62,4160,68.29,6,0.1,6092,Republican,68.29
Iowa,Hardin__IA,3760,37.9,6148,61.98,12,0.12,9920,Republican,61.98
Iowa,Harrison__IA,2153,30.53,4894,69.39,6,0.09,7053,Republican,69.39
Iowa,Henry__IA,3328,39.33,5129,60.61,5,0.06,8462,Republican,60.61
Iowa,Howard__IA,2219,39.8,3353,60.13,4,0.07,5576,Republican,60.13
Iowa,Humboldt__IA,1847,31.31,4046,68.59,6,0.1,5899,Republican,68.59
Iowa,Ida__IA,1236,28.39,3116,71.57,2,0.05,4354,Republican,71.57
Iowa,Iowa__IA,2611,34.71,4904,65.2,7,0.09,7522,Republican,65.2
Iowa,Jackson__IA,3534,40.37,5207,59.48,13,0.15,8754,Republican,59.48
Iowa,Jasper__IA,7286,42.94,9659,56.93,21,0.12,16966,Republican,56.93
Iowa,Jefferson__IA,2586,35.43,4703,64.43,10,0.14,7299,Republican,64.43
Iowa,Johnson__IA,20525,47.74,22251,51.75,221,0.51,42997,Republican,51.75
Iowa,Jones__IA,3525,39.55,5379,60.35,9,0.1,8913,Republican,60.35
Iowa,Keokuk__IA,2391,40.02,3576,59.85,8,0.13,5975,Republican,59.85
Iowa,Kossuth__IA,3820,37.22,6437,62.73,5,0.05,10262,Republican,62.73
Iowa,Lee__IA,8225,45.03,10023,54.88,17,0.09,18265,Republican,54.88
Iowa,Linn__IA,32057,40.98,46021,58.83,146,0.19,78224,Republican,58.83
Iowa,Louisa__IA,1704,37.17,2878,62.78,2,0.04,4584,Republican,62.78
Iowa,Lucas__IA,1995,40.47,2933,59.5,1,0.02,4929,Republican,59.5
Iowa,Lyon__IA,1433,23.08,4772,76.87,3,0.05,6208,Republican,76.87
Iowa,Madison__IA,2503,39.04,3897,60.79,11,0.17,6411,Republican,60.79
Iowa,Mahaska__IA,3989,38.49,6359,61.36,15,0.14,10363,Republican,61.36
Iowa,Marion__IA,5500,40.69,8005,59.22,13,0.1,13518,Republican,59.22
Iowa,Marshall__IA,7151,36.44,12436,63.36,39,0.2,19626,Republican,63.36
Iowa,Mills__IA,1250,24.12,3922,75.67,11,0.21,5183,Republican,75.67
Iowa,Mitchell__IA,2045,34.87,3811,64.99,8,0.14,5864,Republican,64.99
Iowa,Monona__IA,1666,31.53,3612,68.36,6,0.11,5284,Republican,68.36
Iowa,Monroe__IA,1870,45.42,2241,54.43,6,0.15,4117,Republican,54.43
Iowa,Montgomery__IA,1561,25.78,4481,74.02,12,0.2,6054,Republican,74.02
Iowa,Muscatine__IA,5618,37.09,9511,62.8,16,0.11,15145,Republican,62.8
Iowa,O_Brien__IA,2218,28.58,5536,71.33,7,0.09,7761,Republican,71.33
Iowa,Osceola__IA,1053,30.21,2431,69.74,2,0.06,3486,Republican,69.74
Iowa,Page__IA,1777,22.75,6023,77.12,10,0.13,7810,Republican,77.12
Iowa,Palo_Alto__IA,2467,41.34,3497,58.6,4,0.07,5968,Republican,58.6
Iowa,Plymouth__IA,2973,28.74,7363,71.17,10,0.1,10346,Republican,71.17
Iowa,Pocahontas__IA,1966,34.58,3704,65.14,16,0.28,5686,Republican,65.14
Iowa,Polk__IA,62293,43.33,81276,56.54,189,0.13,143758,Republican,56.54
Iowa,Pottawattamie__IA,10726,32.34,22411,67.56,33,0.1,33170,Republican,67.56
Iowa,Poweshiek__IA,3595,39.5,5491,60.33,16,0.18,9102,Republican,60.33
Iowa,Ringgold__IA,1151,35.4,2100,64.6,0,0,3251,Republican,64.6
Iowa,Sac__IA,1977,31.56,4281,68.34,6,0.1,6264,Republican,68.34
Iowa,Scott__IA,26534,39.06,41293,60.79,99,0.15,67926,Republican,60.79
Iowa,Shelby__IA,1899,29.32,4573,70.6,5,0.08,6477,Republican,70.6
Iowa,Sioux__IA,2715,19.16,11442,80.77,10,0.07,14167,Republican,80.77
Iowa,Story__IA,13713,36.69,23584,63.11,74,0.2,37371,Republican,63.11
Iowa,Tama__IA,3057,35.54,5531,64.3,14,0.16,8602,Republican,64.3
Iowa,Taylor__IA,1227,29.12,2983,70.8,3,0.07,4213,Republican,70.8
Iowa,Union__IA,2185,36.54,3786,63.32,8,0.13,5979,Republican,63.32
Iowa,Van_Buren__IA,1313,35.68,2361,64.16,6,0.16,3680,Republican,64.16
Iowa,Wapello__IA,8950,50.66,8701,49.25,17,0.1,17668,Democrat,50.66
Iowa,Warren__IA,6632,42.73,8860,57.09,27,0.17,15519,Republican,57.09
Iowa,Washington__IA,2881,37.77,4737,62.11,9,0.12,7627,Republican,62.11
Iowa,Wayne__IA,1629,39.69,2475,60.31,0,0,4104,Republican,60.31
Iowa,Webster__IA,9029,42.93,11978,56.96,23,0.11,21030,Republican,56.96
Iowa,Winnebago__IA,2212,34.14,4260,65.75,7,0.11,6479,Republican,65.75
Iowa,Winneshiek__IA,3240,34.82,6052,65.05,12,0.13,9304,Republican,65.05
Iowa,Woodbury__IA,15971,36.91,27226,62.91,78,0.18,43275,Republican,62.91
Iowa,Worth__IA,1726,40.05,2579,59.84,5,0.12,4310,Republican,59.84
Iowa,Wright__IA,2649,37.06,4490,62.82,8,0.11,7147,Republican,62.82
Kansas,Allen__KS,2009,31.8,4287,67.86,21,0.33,6317,Republican,67.86
Kansas,Anderson__KS,1170,31.01,2596,68.8,7,0.19,3773,Republican,68.8
Kansas,Atchison__KS,3063,40.4,4509,59.48,9,0.12,7581,Republican,59.48
Kansas,Barber__KS,914,30.53,2075,69.31,5,0.17,2994,Republican,69.31
Kansas,Barton__KS,3663,26.44,10153,73.3,36,0.26,13852,Republican,73.3
Kansas,Bourbon__KS,2605,36.19,4580,63.62,14,0.19,7199,Republican,63.62
Kansas,Brown__KS,1370,25.74,3941,74.05,11,0.21,5322,Republican,74.05
Kansas,Butler__KS,6875,37.26,11553,62.61,25,0.14,18453,Republican,62.61
Kansas,Chase__KS,413,25.76,1186,73.99,4,0.25,1603,Republican,73.99
Kansas,Chautauqua__KS,543,24.83,1638,74.9,6,0.27,2187,Republican,74.9
Kansas,Cherokee__KS,3969,41.08,5665,58.63,28,0.29,9662,Republican,58.63
Kansas,Cheyenne__KS,358,19.89,1436,79.78,6,0.33,1800,Republican,79.78
Kansas,Clark__KS,430,30.35,985,69.51,2,0.14,1417,Republican,69.51
Kansas,Clay__KS,932,19.97,3710,79.49,25,0.54,4667,Republican,79.49
Kansas,Cloud__KS,1793,30.82,3994,68.66,30,0.52,5817,Republican,68.66
Kansas,Coffey__KS,938,26.04,2657,73.76,7,0.19,3602,Republican,73.76
Kansas,Comanche__KS,393,29.33,941,70.22,6,0.45,1340,Republican,70.22
Kansas,Cowley__KS,5474,35.75,9811,64.07,27,0.18,15312,Republican,64.07
Kansas,Crawford__KS,7658,45.43,9132,54.18,65,0.39,16855,Republican,54.18
Kansas,Decatur__KS,443,19.69,1795,79.78,12,0.53,2250,Republican,79.78
Kansas,Dickinson__KS,2108,25.22,6210,74.29,41,0.49,8359,Republican,74.29
Kansas,Doniphan__KS,1001,26.92,2710,72.87,8,0.22,3719,Republican,72.87
Kansas,Douglas__KS,9360,32.52,19347,67.21,77,0.27,28784,Republican,67.21
Kansas,Edwards__KS,616,27.95,1582,71.78,6,0.27,2204,Republican,71.78
Kansas,Elk__KS,482,26.24,1351,73.54,4,0.22,1837,Republican,73.54
Kansas,Ellis__KS,3940,36.74,6768,63.11,16,0.15,10724,Republican,63.11
Kansas,Ellsworth__KS,886,27.09,2379,72.75,5,0.15,3270,Republican,72.75
Kansas,Finney__KS,2689,32.61,5541,67.2,16,0.19,8246,Republican,67.2
Kansas,Ford__KS,3194,33.06,6449,66.75,18,0.19,9661,Republican,66.75
Kansas,Franklin__KS,2726,30.95,6074,68.96,8,0.09,8808,Republican,68.96
Kansas,Geary__KS,2357,37.39,3934,62.4,13,0.21,6304,Republican,62.4
Kansas,Gove__KS,396,22.3,1376,77.48,4,0.23,1776,Republican,77.48
Kansas,Graham__KS,473,23.13,1565,76.53,7,0.34,2045,Republican,76.53
Kansas,Grant__KS,683,26.35,1905,73.5,4,0.15,2592,Republican,73.5
Kansas,Gray__KS,583,28.34,1470,71.46,4,0.19,2057,Republican,71.46
Kansas,Greeley__KS,235,24.82,708,74.76,4,0.42,947,Republican,74.76
Kansas,Greenwood__KS,1241,29.87,2895,69.68,19,0.46,4155,Republican,69.68
Kansas,Hamilton__KS,402,29.24,971,70.62,2,0.15,1375,Republican,70.62
Kansas,Harper__KS,990,28.19,2517,71.67,5,0.14,3512,Republican,71.67
Kansas,Harvey__KS,4173,32.32,8703,67.4,36,0.28,12912,Republican,67.4
Kansas,Haskell__KS,374,24.95,1121,74.78,4,0.27,1499,Republican,74.78
Kansas,Hodgeman__KS,339,26.99,914,72.77,3,0.24,1256,Republican,72.77
Kansas,Jackson__KS,1537,30.32,3510,69.23,23,0.45,5070,Republican,69.23
Kansas,Jefferson__KS,1776,28.36,4476,71.47,11,0.18,6263,Republican,71.47
Kansas,Jewell__KS,578,20.29,2266,79.54,5,0.18,2849,Republican,79.54
Kansas,Johnson__KS,33210,26.79,90313,72.84,460,0.37,123983,Republican,72.84
Kansas,Kearny__KS,375,26.94,1010,72.56,7,0.5,1392,Republican,72.56
Kansas,Kingman__KS,1133,27.62,2967,72.33,2,0.05,4102,Republican,72.33
Kansas,Kiowa__KS,438,22.05,1546,77.84,2,0.1,1986,Republican,77.84
Kansas,Labette__KS,3947,39.78,5948,59.95,26,0.26,9921,Republican,59.95
Kansas,Lane__KS,321,23.46,1045,76.39,2,0.15,1368,Republican,76.39
Kansas,Leavenworth__KS,6354,38.15,10252,61.55,50,0.3,16656,Republican,61.55
Kansas,Lincoln__KS,528,22.61,1803,77.22,4,0.17,2335,Republican,77.22
Kansas,Linn__KS,1157,31.19,2542,68.52,11,0.3,3710,Republican,68.52
Kansas,Logan__KS,358,20.69,1363,78.79,9,0.52,1730,Republican,78.79
Kansas,Lyon__KS,4680,32.16,9845,67.66,26,0.18,14551,Republican,67.66
Kansas,McPherson__KS,3340,28.72,8236,70.81,55,0.47,11631,Republican,70.81
Kansas,Marion__KS,1569,25.51,4562,74.18,19,0.31,6150,Republican,74.18
Kansas,Marshall__KS,1555,25.5,4521,74.15,21,0.34,6097,Republican,74.15
Kansas,Meade__KS,482,21.35,1773,78.52,3,0.13,2258,Republican,78.52
Kansas,Miami__KS,3071,37,5212,62.79,18,0.22,8301,Republican,62.79
Kansas,Mitchell__KS,876,22.16,3053,77.23,24,0.61,3953,Republican,77.23
Kansas,Montgomery__KS,5282,31.23,11498,67.98,135,0.8,16915,Republican,67.98
Kansas,Morris__KS,810,27.47,2132,72.3,7,0.24,2949,Republican,72.3
Kansas,Morton__KS,414,24.91,1244,74.85,4,0.24,1662,Republican,74.85
Kansas,Nemaha__KS,1600,29.33,3845,70.47,11,0.2,5456,Republican,70.47
Kansas,Neosho__KS,2923,36.19,5134,63.56,20,0.25,8077,Republican,63.56
Kansas,Ness__KS,616,25.09,1833,74.66,6,0.24,2455,Republican,74.66
Kansas,Norton__KS,666,19.15,2802,80.59,9,0.26,3477,Republican,80.59
Kansas,Osage__KS,2088,33.02,4221,66.75,15,0.24,6324,Republican,66.75
Kansas,Osborne__KS,620,20.78,2349,78.72,15,0.5,2984,Republican,78.72
Kansas,Ottawa__KS,630,21.38,2309,78.35,8,0.27,2947,Republican,78.35
Kansas,Pawnee__KS,1184,32.08,2503,67.81,4,0.11,3691,Republican,67.81
Kansas,Phillips__KS,748,20.4,2909,79.33,10,0.27,3667,Republican,79.33
Kansas,Pottawatomie__KS,1724,28.06,4399,71.6,21,0.34,6144,Republican,71.6
Kansas,Pratt__KS,1369,29.23,3290,70.25,24,0.51,4683,Republican,70.25
Kansas,Rawlins__KS,427,20.57,1643,79.14,6,0.29,2076,Republican,79.14
Kansas,Reno__KS,9615,36.81,16447,62.96,59,0.23,26121,Republican,62.96
Kansas,Republic__KS,850,20.63,3259,79.1,11,0.27,4120,Republican,79.1
Kansas,Rice__KS,1847,33.17,3712,66.67,9,0.16,5568,Republican,66.67
Kansas,Riley__KS,5224,31.06,11548,68.66,46,0.27,16818,Republican,68.66
Kansas,Rooks__KS,725,22.75,2456,77.06,6,0.19,3187,Republican,77.06
Kansas,Rush__KS,557,21.66,2008,78.07,7,0.27,2572,Republican,78.07
Kansas,Russell__KS,910,20.51,3521,79.36,6,0.14,4437,Republican,79.36
Kansas,Saline__KS,6382,30.15,14751,69.68,36,0.17,21169,Republican,69.68
Kansas,Scott__KS,456,18.86,1958,80.98,4,0.17,2418,Republican,80.98
Kansas,Sedgwick__KS,55105,37.89,89200,61.33,1126,0.77,145431,Republican,61.33
Kansas,Seward__KS,1460,23.58,4720,76.24,11,0.18,6191,Republican,76.24
Kansas,Shawnee__KS,24852,36.67,42619,62.88,305,0.45,67776,Republican,62.88
Kansas,Sheridan__KS,391,23.1,1294,76.43,8,0.47,1693,Republican,76.43
Kansas,Sherman__KS,779,23.17,2573,76.53,10,0.3,3362,Republican,76.53
Kansas,Smith__KS,719,21.35,2646,78.56,3,0.09,3368,Republican,78.56
Kansas,Stafford__KS,872,29.3,2094,70.36,10,0.34,2976,Republican,70.36
Kansas,Stanton__KS,231,23.29,756,76.21,5,0.5,992,Republican,76.21
Kansas,Stevens__KS,478,22.93,1602,76.83,5,0.24,2085,Republican,76.83
Kansas,Sumner__KS,3761,35.83,6714,63.97,21,0.2,10496,Republican,63.97
Kansas,Thomas__KS,1045,24.87,3149,74.94,8,0.19,4202,Republican,74.94
Kansas,Trego__KS,523,25.54,1520,74.22,5,0.24,2048,Republican,74.22
Kansas,Wabaunsee__KS,853,25.72,2452,73.92,12,0.36,3317,Republican,73.92
Kansas,Wallace__KS,167,16.12,864,83.4,5,0.48,1036,Republican,83.4
Kansas,Washington__KS,784,19.2,3286,80.48,13,0.32,4083,Republican,80.48
Kansas,Wichita__KS,303,24.09,950,75.52,5,0.4,1258,Republican,75.52
Kansas,Wilson__KS,1205,25.1,3581,74.59,15,0.31,4801,Republican,74.59
Kansas,Woodson__KS,646,29.51,1540,70.35,3,0.14,2189,Republican,70.35
Kansas,Wyandotte__KS,32763,54.4,26805,44.51,655,1.09,60223,Democrat,54.4
Kentucky,Adair__KY,2285,35.6,4125,64.27,8,0.12,6418,Republican,64.27
Kentucky,Allen__KY,2010,38.08,3263,61.82,5,0.09,5278,Republican,61.82
Kentucky,Anderson__KY,2567,53.88,2164,45.42,33,0.69,4764,Democrat,53.88
Kentucky,Ballard__KY,2583,67.51,1223,31.97,20,0.52,3826,Democrat,67.51
Kentucky,Barren__KY,5285,44.29,6630,55.56,18,0.15,11933,Republican,55.56
Kentucky,Bath__KY,2174,58.79,1523,41.18,1,0.03,3698,Democrat,58.79
Kentucky,Bell__KY,6362,52.63,5618,46.48,108,0.89,12088,Democrat,52.63
Kentucky,Boone__KY,5374,37.98,8719,61.63,55,0.39,14148,Republican,61.63
Kentucky,Bourbon__KY,3641,57.37,2656,41.85,49,0.77,6346,Democrat,57.37
Kentucky,Boyd__KY,10702,49.33,10968,50.56,25,0.12,21695,Republican,50.56
Kentucky,Boyle__KY,4429,51.66,4135,48.23,10,0.12,8574,Democrat,51.66
Kentucky,Bracken__KY,1420,53.71,1213,45.88,11,0.42,2644,Democrat,53.71
Kentucky,Breathitt__KY,3916,70.79,1609,29.09,7,0.13,5532,Democrat,70.79
Kentucky,Breckinridge__KY,3163,45.9,3724,54.04,4,0.06,6891,Republican,54.04
Kentucky,Bullitt__KY,5884,46.79,6606,52.53,86,0.68,12576,Republican,52.53
Kentucky,Butler__KY,1274,28.63,3168,71.19,8,0.18,4450,Republican,71.19
Kentucky,Caldwell__KY,2924,51.8,2692,47.69,29,0.51,5645,Democrat,51.8
Kentucky,Calloway__KY,6809,56.91,4898,40.94,257,2.15,11964,Democrat,56.91
Kentucky,Campbell__KY,11059,37.86,17914,61.33,235,0.8,29208,Republican,61.33
Kentucky,Carlisle__KY,1542,60.59,989,38.86,14,0.55,2545,Democrat,60.59
Kentucky,Carroll__KY,2127,63.91,1190,35.76,11,0.33,3328,Democrat,63.91
Kentucky,Carter__KY,3782,48.25,4042,51.56,15,0.19,7839,Republican,51.56
Kentucky,Casey__KY,1298,23.05,4290,76.17,44,0.78,5632,Republican,76.17
Kentucky,Christian__KY,7048,45.44,8446,54.45,18,0.12,15512,Republican,54.45
Kentucky,Clark__KY,5071,52.36,4589,47.38,25,0.26,9685,Democrat,52.36
Kentucky,Clay__KY,2121,31.29,4643,68.5,14,0.21,6778,Republican,68.5
Kentucky,Clinton__KY,1000,21.79,3587,78.15,3,0.07,4590,Republican,78.15
Kentucky,Crittenden__KY,1508,39.99,2261,59.96,2,0.05,3771,Republican,59.96
Kentucky,Cumberland__KY,821,26.65,2249,73,11,0.36,3081,Republican,73
Kentucky,Daviess__KY,14902,48.51,15567,50.68,248,0.81,30717,Republican,50.68
Kentucky,Edmonson__KY,1252,29.58,2947,69.62,34,0.8,4233,Republican,69.62
Kentucky,Elliott__KY,1668,74.43,569,25.39,4,0.18,2241,Democrat,74.43
Kentucky,Estill__KY,1965,40.42,2883,59.31,13,0.27,4861,Republican,59.31
Kentucky,Fayette__KY,30511,42.48,40744,56.73,562,0.78,71817,Republican,56.73
