State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Ralph Nader [ 23 ] Independent_Votes,Ralph Nader [ 23 ] Independent_Pct,Charles Baldwin [ 23 ] Constitution_Votes,Charles Baldwin [ 23 ] Constitution_Pct,Bob Barr [ 23 ] Libertarian_Votes,Bob Barr [ 23 ] Libertarian_Pct,Ralph Nader Independent_Votes,Ralph Nader Independent_Pct,Bob Barr Libertarian_Votes,Bob Barr Libertarian_Pct,Cynthia McKinney Green_Votes,Cynthia McKinney Green_Pct,Charles Baldwin Constitution_Votes,Charles Baldwin Constitution_Pct,Ralph Nader Peace_Votes,Ralph Nader Peace_Pct,Cynthia McKinney Pacific Green_Votes,Cynthia McKinney Pacific Green_Pct,Various candidates Write-ins_Votes,Various candidates Write-ins_Pct,Bob Barr Independent_Votes,Bob Barr Independent_Pct,Charles Baldwin [ 24 ] Constitution_Votes,Charles Baldwin [ 24 ] Constitution_Pct,Ralph Nader [ 24 ] Peace and Freedom_Votes,Ralph Nader [ 24 ] Peace and Freedom_Pct,Bob Barr [ 24 ] Libertarian_Votes,Bob Barr [ 24 ] Libertarian_Pct,Various candidates [ 24 ] Other parties_Votes,Various candidates [ 24 ] Other parties_Pct,Total_Votes,Winner,Winner_Pct
Illinois,Adams__IL,11794,38.17,18711,60.55,397,1.29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,30902,Republican,60.55
Illinois,Alexander__IL,2189,55.46,1692,42.87,66,1.67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3947,Democrat,55.46
Illinois,Bond__IL,3843,48.28,3947,49.59,170,2.58,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7960,Republican,49.59
Illinois,Boone__IL,11333,50.96,10403,46.78,502,2.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22238,Democrat,50.96
Illinois,Brown__IL,986,38.26,1544,59.91,47,1.82,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2577,Republican,59.91
Illinois,Bureau__IL,8889,51.82,7911,46.12,353,2.05,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17153,Democrat,51.82
Illinois,Calhoun__IL,1423,52.59,1221,45.12,62,2.29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2706,Democrat,52.59
Illinois,Carroll__IL,3965,51.54,3596,46.74,132,1.72,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7693,Democrat,51.54
Illinois,Cass__IL,2690,49.52,2617,48.18,125,2.31,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5432,Democrat,49.52
Illinois,Champaign__IL,48597,57.57,33871,40.13,1940,2.29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,84408,Democrat,57.57
Illinois,Christian__IL,6918,45.65,7872,51.94,365,2.41,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15155,Republican,51.94
Illinois,Clark__IL,3742,45.02,4409,53.04,161,1.94,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8312,Republican,53.04
Illinois,Clay__IL,2425,37.5,3926,60.72,115,1.79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6466,Republican,60.72
Illinois,Clinton__IL,7657,44.22,9357,54.04,300,1.74,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17314,Republican,54.04
Illinois,Coles__IL,11716,50.6,10978,47.42,459,1.98,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,23153,Democrat,50.6
Illinois,Cook__IL,1629024,76.21,487736,22.82,20706,0.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2137466,Democrat,76.21
Illinois,Crawford__IL,3883,42.42,5070,55.39,200,2.19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9153,Republican,55.39
Illinois,Cumberland__IL,2055,38.49,3156,59.11,128,2.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5339,Republican,59.11
Illinois,DeKalb__IL,25784,57.33,18266,40.61,924,2.05,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,44974,Democrat,57.33
Illinois,De_Witt__IL,3308,42.24,4348,55.52,175,2.23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7831,Republican,55.52
Illinois,Douglas__IL,3228,38.52,5005,59.73,146,1.74,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8379,Republican,59.73
Illinois,DuPage__IL,228698,54.72,183626,43.93,5649,1.35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,417973,Democrat,54.72
Illinois,Edgar__IL,3743,45.18,4398,53.09,143,1.73,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8284,Republican,53.09
Illinois,Edwards__IL,1140,33.91,2137,63.56,85,2.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3362,Republican,63.56
Illinois,Effingham__IL,5262,31.17,11323,67.08,295,1.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16880,Republican,67.08
Illinois,Fayette__IL,3967,40.86,5499,56.64,242,2.49,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9708,Republican,56.64
Illinois,Ford__IL,2227,34.8,4079,63.73,94,1.47,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6400,Republican,63.73
Illinois,Franklin__IL,8880,47.45,9404,50.25,430,2.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18714,Republican,50.25
Illinois,Fulton__IL,9732,59.45,6251,38.19,386,2.36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16369,Democrat,59.45
Illinois,Gallatin__IL,1587,55.26,1212,42.2,73,2.54,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2872,Democrat,55.26
Illinois,Greene__IL,2619,44.95,3053,52.4,154,2.64,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5826,Republican,52.4
Illinois,Grundy__IL,11063,49.76,10687,48.07,482,2.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22232,Democrat,49.76
Illinois,Hamilton__IL,1796,41.92,2353,54.93,135,3.15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4284,Republican,54.93
Illinois,Hancock__IL,4141,43.73,5161,54.5,167,1.76,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9469,Republican,54.5
Illinois,Hardin__IL,892,39.43,1330,58.8,40,1.77,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2262,Republican,58.8
Illinois,Henderson__IL,2215,57.85,1541,40.25,73,1.91,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3829,Democrat,57.85
Illinois,Henry__IL,13181,53.04,11263,45.33,405,1.63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24849,Democrat,53.04
Illinois,Iroquois__IL,4643,34.08,8695,63.82,286,2.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13624,Republican,63.82
Illinois,Jackson__IL,15248,59.52,9687,37.81,682,2.66,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,25617,Democrat,59.52
Illinois,Jasper__IL,2063,40.12,2964,57.64,115,2.24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5142,Republican,57.64
Illinois,Jefferson__IL,7462,43.33,9302,54.02,457,2.65,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17221,Republican,54.02
Illinois,Jersey__IL,5042,47.5,5329,50.2,244,2.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10615,Republican,50.2
Illinois,Jo_Daviess__IL,6403,54.49,5170,44,177,1.51,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11750,Democrat,54.49
Illinois,Johnson__IL,1871,31.64,3912,66.15,131,2.22,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5914,Republican,66.15
Illinois,Kane__IL,106756,55.21,83963,43.42,2644,1.37,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,193363,Democrat,55.21
Illinois,Kankakee__IL,24750,51.41,22527,46.8,861,1.79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,48138,Democrat,51.41
Illinois,Kendall__IL,24742,52.95,21380,45.75,609,1.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,46731,Democrat,52.95
Illinois,Knox__IL,14191,58.89,9419,39.09,488,2.03,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24098,Democrat,58.89
Illinois,Lake__IL,177242,59.1,118545,39.53,4113,1.37,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,299900,Democrat,59.1
Illinois,La_Salle__IL,27443,54.55,21872,43.47,995,1.98,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,50310,Democrat,54.55
Illinois,Lawrence__IL,3016,45.99,3403,51.89,139,2.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6558,Republican,51.89
Illinois,Lee__IL,7765,47.47,8258,50.49,334,2.04,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16357,Republican,50.49
Illinois,Livingston__IL,6189,39.5,9191,58.66,289,1.84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15669,Republican,58.66
Illinois,Logan__IL,5250,40.57,7429,57.41,262,2.02,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12941,Republican,57.41
Illinois,Macon__IL,25487,49.6,24948,48.55,954,1.86,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,51389,Democrat,49.6
Illinois,Macoupin__IL,12090,53.87,9891,44.07,462,2.06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22443,Democrat,53.87
Illinois,Madison__IL,68979,53.6,57177,44.43,2534,1.97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,128690,Democrat,53.6
Illinois,Marion__IL,8345,47.93,8691,49.92,374,2.15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17410,Republican,49.92
Illinois,Marshall__IL,3081,48.53,3145,49.54,122,1.92,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6348,Republican,49.54
Illinois,Mason__IL,3542,51.85,3141,45.98,148,2.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6831,Democrat,51.85
Illinois,Massac__IL,2693,37.36,4371,60.63,145,2.01,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7209,Republican,60.63
Illinois,McDonough__IL,6783,51.89,6055,46.32,234,1.79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13072,Democrat,51.89
Illinois,McHenry__IL,72288,51.77,64845,46.44,2499,1.79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,139632,Democrat,51.77
Illinois,McLean__IL,37689,49.67,36767,48.46,1422,1.87,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,75878,Democrat,49.67
Illinois,Menard__IL,2706,41.78,3672,56.69,99,1.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6477,Republican,56.69
Illinois,Mercer__IL,4887,55.1,3833,43.21,150,1.69,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8870,Democrat,55.1
Illinois,Monroe__IL,7953,43.87,9881,54.5,295,1.63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18129,Republican,54.5
Illinois,Montgomery__IL,6491,50.28,6150,47.64,268,2.08,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12909,Democrat,50.28
Illinois,Morgan__IL,7467,48.51,7591,49.31,336,2.18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15394,Republican,49.31
Illinois,Moultrie__IL,2668,42.53,3471,55.33,134,2.14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6273,Republican,55.33
Illinois,Ogle__IL,11253,45.13,13144,52.72,537,2.15,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,24934,Republican,52.72
Illinois,Peoria__IL,45906,56.19,34579,42.32,1219,1.49,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,81704,Democrat,56.19
Illinois,Perry__IL,4701,47.03,5086,50.89,208,2.08,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9995,Republican,50.89
Illinois,Piatt__IL,3859,42.79,4991,55.34,168,1.86,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9018,Republican,55.34
Illinois,Pike__IL,3024,39.57,4457,58.31,162,2.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7643,Republican,58.31
Illinois,Pope__IL,845,37.88,1343,60.2,43,1.93,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2231,Republican,60.2
Illinois,Pulaski__IL,1638,50.09,1593,48.72,39,1.19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3270,Democrat,50.09
Illinois,Putnam__IL,1900,56.85,1378,41.23,64,1.92,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3342,Democrat,56.85
Illinois,Randolph__IL,7395,48.64,7538,49.59,269,1.77,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15202,Republican,49.59
Illinois,Richland__IL,3181,41.46,4329,56.42,163,2.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7673,Republican,56.42
Illinois,Rock_Island__IL,42210,61.52,25364,36.97,1034,1.51,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,68608,Democrat,61.52
Illinois,Saline__IL,5083,44.29,6099,53.15,294,2.56,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11476,Republican,53.15
Illinois,Sangamon__IL,51300,51.25,46945,46.9,1861,1.86,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,100106,Democrat,51.25
Illinois,Schuyler__IL,1900,49.49,1833,47.75,106,2.76,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3839,Democrat,49.49
Illinois,Scott__IL,1090,41.81,1455,55.81,62,2.38,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2607,Republican,55.81
Illinois,Shelby__IL,4245,38.94,6396,58.67,261,2.39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10902,Republican,58.67
Illinois,St__Clair__IL,76160,60.42,47958,38.05,1936,1.54,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,126054,Democrat,60.42
Illinois,Stark__IL,1357,46.49,1513,51.83,49,1.68,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2919,Republican,51.83
Illinois,Stephenson__IL,11349,52.4,9909,45.75,399,1.84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,21657,Democrat,52.4
Illinois,Tazewell__IL,29384,45.87,33247,51.9,1429,2.23,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,64060,Republican,51.9
Illinois,Union__IL,3918,42.8,5003,54.65,233,2.55,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9154,Republican,54.65
Illinois,Vermilion__IL,16246,49.21,16054,48.62,716,2.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,33016,Democrat,49.21
Illinois,Wabash__IL,2462,42.49,3254,56.16,78,1.35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5794,Republican,56.16
Illinois,Warren__IL,4286,53.17,3637,45.12,138,1.71,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8061,Democrat,53.17
Illinois,Washington__IL,3342,42.13,4473,56.39,117,1.48,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7932,Republican,56.39
Illinois,Wayne__IL,2547,31.56,5390,66.78,134,1.66,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8071,Republican,66.78
Illinois,White__IL,3315,44.48,3987,53.5,151,2.03,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7453,Republican,53.5
Illinois,Whiteside__IL,15607,57.82,10883,40.32,504,1.87,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26994,Democrat,57.82
Illinois,Will__IL,160406,55.86,122597,42.69,4178,1.45,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,287181,Democrat,55.86
Illinois,Williamson__IL,12589,41.59,17039,56.3,638,2.11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,30266,Republican,56.3
Illinois,Winnebago__IL,70034,55.27,53886,42.53,2784,2.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,126704,Democrat,55.27
Illinois,Woodford__IL,6999,35.82,12191,62.39,350,1.79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,19540,Republican,62.39
Indiana,Adams__IN,4928,36.4,8404,62.07,207,1.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13539,Republican,62.07
Indiana,Allen__IN,71263,47.34,77793,51.67,1491,0.99,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,150547,Republican,51.67
Indiana,Bartholomew__IN,13567,43.64,17067,54.9,455,1.46,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31089,Republican,54.9
Indiana,Benton__IN,1563,40.95,2183,57.19,71,1.86,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3817,Republican,57.19
Indiana,Blackford__IN,2677,49.12,2690,49.36,83,1.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5450,Republican,49.36
Indiana,Boone__IN,9752,36.54,16622,62.27,318,1.19,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26692,Republican,62.27
Indiana,Brown__IN,3854,47.85,4060,50.4,141,1.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8055,Republican,50.4
Indiana,Carroll__IN,3736,42.77,4858,55.61,142,1.62,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8736,Republican,55.61
Indiana,Cass__IN,7011,44.79,8346,53.32,296,1.89,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15653,Republican,53.32
Indiana,Clark__IN,21953,45.85,25326,52.89,605,1.27,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,47884,Republican,52.89
Indiana,Clay__IN,4954,43.48,6267,55,174,1.52,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11395,Republican,55
Indiana,Clinton__IN,5307,42.79,6919,55.79,175,1.41,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12401,Republican,55.79
Indiana,Crawford__IN,2286,48.19,2393,50.44,65,1.37,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4744,Republican,50.44
Indiana,Daviess__IN,3370,31.83,7098,67.05,118,1.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10586,Republican,67.05
Indiana,Dearborn__IN,7123,32.06,14886,67,208,0.94,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22217,Republican,67
Indiana,Decatur__IN,3892,37.06,6449,61.4,162,1.54,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10503,Republican,61.4
Indiana,DeKalb__IN,7175,41.78,9780,56.95,219,1.26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17174,Republican,56.95
Indiana,Delaware__IN,28384,56.8,20916,41.85,676,1.36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,49976,Democrat,56.8
Indiana,Dubois__IN,8748,47.05,9526,51.23,319,1.72,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18593,Republican,51.23
Indiana,Elkhart__IN,31398,43.83,39396,55,840,1.17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,71634,Republican,55
Indiana,Fayette__IN,4389,46.3,4917,51.87,173,1.82,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9479,Republican,51.87
Indiana,Floyd__IN,16263,44.35,19957,54.43,447,1.21,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,36667,Republican,54.43
Indiana,Fountain__IN,3094,41.66,4158,55.99,174,2.35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,7426,Republican,55.99
Indiana,Franklin__IN,3404,31.99,7018,65.95,220,2.06,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10642,Republican,65.95
Indiana,Fulton__IN,3702,41.11,5147,57.15,157,1.74,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9006,Republican,57.15
Indiana,Gibson__IN,6455,42.57,8449,55.72,260,1.72,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15164,Republican,55.72
Indiana,Grant__IN,11293,42.87,14734,55.93,317,1.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,26344,Republican,55.93
Indiana,Greene__IN,5709,41.82,7691,56.34,250,1.83,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13650,Republican,56.34
Indiana,Hamilton__IN,49704,38.45,78401,60.64,1174,0.91,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,129279,Republican,60.64
Indiana,Hancock__IN,11874,34.67,22008,64.25,371,1.08,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,34253,Republican,64.25
Indiana,Harrison__IN,7288,40.1,10551,58.06,335,1.84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18174,Republican,58.06
Indiana,Hendricks__IN,24548,37.73,39728,61.07,778,1.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,65054,Republican,61.07
Indiana,Henry__IN,10059,47.18,10896,51.11,364,1.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,21319,Republican,51.11
Indiana,Howard__IN,17871,46.02,20248,52.14,714,1.84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,38833,Republican,52.14
Indiana,Huntington__IN,5843,35.72,10291,62.91,223,1.36,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16357,Republican,62.91
Indiana,Jackson__IN,7354,42.17,9726,55.77,360,2.07,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17440,Republican,55.77
Indiana,Jasper__IN,5044,39.06,7669,59.39,200,1.54,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12913,Republican,59.39
Indiana,Jay__IN,3748,45.03,4401,52.88,174,2.09,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8323,Republican,52.88
Indiana,Jefferson__IN,6255,46.3,7053,52.21,202,1.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,13510,Republican,52.21
Indiana,Jennings__IN,5312,44.87,6261,52.88,266,2.24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11839,Republican,52.88
Indiana,Johnson__IN,21553,36.66,36487,62.07,746,1.26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,58786,Republican,62.07
Indiana,Knox__IN,7569,46.08,8639,52.6,216,1.31,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,16424,Republican,52.6
Indiana,Kosciusko__IN,9236,30.6,20488,67.87,461,1.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,30185,Republican,67.87
Indiana,LaGrange__IN,3663,38.42,5702,59.8,170,1.78,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9535,Republican,59.8
Indiana,Lake__IN,139301,66.64,67742,32.41,1996,0.95,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,209039,Democrat,66.64
Indiana,LaPorte__IN,28258,60.1,17918,38.11,842,1.79,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,47018,Democrat,60.1
Indiana,Lawrence__IN,7208,38.89,11018,59.45,308,1.66,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18534,Republican,59.45
Indiana,Madison__IN,30152,52.49,26403,45.96,889,1.55,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,57444,Democrat,52.49
Indiana,Marion__IN,241987,63.67,134313,35.34,3790,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,380090,Democrat,63.67
Indiana,Marshall__IN,7889,42.48,10406,56.03,276,1.48,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,18571,Republican,56.03
Indiana,Martin__IN,1706,34.8,3122,63.68,75,1.53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4903,Republican,63.68
Indiana,Miami__IN,5564,39.3,8312,58.72,280,1.98,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,14156,Republican,58.72
Indiana,Monroe__IN,41450,65.39,21118,33.32,819,1.29,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,63387,Democrat,65.39
Indiana,Montgomery__IN,6013,39.34,9060,59.27,212,1.39,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,15285,Republican,59.27
Indiana,Morgan__IN,10330,35.85,18129,62.92,352,1.22,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,28811,Republican,62.92
Indiana,Newton__IN,2625,43.36,3301,54.53,128,2.12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6054,Republican,54.53
Indiana,Noble__IN,7064,41.54,9673,56.88,270,1.58,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,17007,Republican,56.88
Indiana,Ohio__IN,1158,39.68,1713,58.7,47,1.61,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2918,Republican,58.7
Indiana,Orange__IN,3390,41.81,4536,55.94,182,2.24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8108,Republican,55.94
Indiana,Owen__IN,3570,43.7,4415,54.04,185,2.26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8170,Republican,54.04
Indiana,Parke__IN,2924,41.83,3909,55.92,157,2.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6990,Republican,55.92
Indiana,Perry__IN,5141,60.55,3202,37.71,147,1.73,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8490,Democrat,60.55
Indiana,Pike__IN,2700,44.79,3221,53.43,107,1.78,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6028,Republican,53.43
Indiana,Porter__IN,39178,52.77,33857,45.6,1211,1.63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,74246,Democrat,52.77
