State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Ron Paul [ 14 ] Libertarian_Votes,Ron Paul [ 14 ] Libertarian_Pct,Leonora Fulani [ 14 ] Independent_Votes,Leonora Fulani [ 14 ] Independent_Pct,Various candidates [ 14 ] Other parties_Votes,Various candidates [ 14 ] Other parties_Pct,Ron Paul Libertarian_Votes,Ron Paul Libertarian_Pct,Lenora Fulani New Alliance_Votes,Lenora Fulani New Alliance_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Various candidates [ 4 ] Other parties_Votes,Various candidates [ 4 ] Other parties_Pct,Ron Paul [ 18 ] Libertarian_Votes,Ron Paul [ 18 ] Libertarian_Pct,Leonora Fulani [ 18 ] New Alliance_Votes,Leonora Fulani [ 18 ] New Alliance_Pct,Ronald Paul Libertarian_Votes,Ronald Paul Libertarian_Pct,Leonora Fulani Independent_Votes,Leonora Fulani Independent_Pct,Leonora Fulani Illinois Solidarity_Votes,Leonora Fulani Illinois Solidarity_Pct,Edward Winn Socialist_Votes,Edward Winn Socialist_Pct,Lyndon LaRouche Independent_Votes,Lyndon LaRouche Independent_Pct,Ron Paul Independent_Votes,Ron Paul Independent_Pct,David Duke [ 4 ] Populist_Votes,David Duke [ 4 ] Populist_Pct,Ron Paul [ 4 ] Libertarian_Votes,Ron Paul [ 4 ] Libertarian_Pct,Leonora Fulani [ 4 ] New Alliance_Votes,Leonora Fulani [ 4 ] New Alliance_Pct,David Duke Independent Populist_Votes,David Duke Independent Populist_Pct,Ron Paul [ 3 ] Libertarian_Votes,Ron Paul [ 3 ] Libertarian_Pct,Various candidates [ 3 ] Other parties_Votes,Various candidates [ 3 ] Other parties_Pct,David Duke Independent_Votes,David Duke Independent_Pct,Leonora Fulani New Alliance_Votes,Leonora Fulani New Alliance_Pct,None of These Candidates_Votes,None of These Candidates_Pct,Lenora Fulani [ 3 ] New Alliance_Votes,Lenora Fulani [ 3 ] New Alliance_Pct,Ron Paul Write-in_Votes,Ron Paul Write-in_Pct,Lyndon LaRouche National Economic Recovery_Votes,Lyndon LaRouche National Economic Recovery_Pct,James Warren Socialist Workers_Votes,James Warren Socialist Workers_Pct,Ron Paul [ 2 ] Libertarian_Votes,Ron Paul [ 2 ] Libertarian_Pct,Lenora Fulani [ 2 ] New Alliance_Votes,Lenora Fulani [ 2 ] New Alliance_Pct,Lenora Branch Fulani [ 4 ] Independent_Votes,Lenora Branch Fulani [ 4 ] Independent_Pct,Leonora Fulani United Citizens_Votes,Leonora Fulani United Citizens_Pct,Lenora Fulani New Alliance Party_Votes,Lenora Fulani New Alliance Party_Pct,James Warren Socialist Workers Party_Votes,James Warren Socialist Workers Party_Pct,Delmar Dennis American_Votes,Delmar Dennis American_Pct,Various candidates [ 4 ] Write-ins_Votes,Various candidates [ 4 ] Write-ins_Pct,Lenora Fulani [ 16 ] Independent_Votes,Lenora Fulani [ 16 ] Independent_Pct,Ron Paul [ 16 ] Libertarian_Votes,Ron Paul [ 16 ] Libertarian_Pct,Total_Votes,Winner,Winner_Pct
Indiana,Steuben__IN,3114,31.14,6855,68.55,0,0,0,0,0,0,0,0,31,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Republican,68.55
Indiana,Sullivan__IN,4320,50.25,4246,49.39,0,0,0,0,0,0,0,0,31,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597,Democrat,50.25
Indiana,Switzerland__IN,1479,48.35,1572,51.39,0,0,0,0,0,0,0,0,8,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,Republican,51.39
Indiana,Tippecanoe__IN,16256,36.64,27897,62.88,0,0,0,0,0,0,0,0,211,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44364,Republican,62.88
Indiana,Tipton__IN,2485,32.42,5148,67.15,0,0,0,0,0,0,0,0,33,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7666,Republican,67.15
Indiana,Union__IN,946,34.15,1814,65.49,0,0,0,0,0,0,0,0,10,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2770,Republican,65.49
Indiana,Vanderburgh__IN,31270,44.2,38928,55.02,0,0,0,0,0,0,0,0,555,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70753,Republican,55.02
Indiana,Vermillion__IN,4044,52.03,3674,47.27,0,0,0,0,0,0,0,0,54,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7772,Democrat,52.03
Indiana,Vigo__IN,19192,46.48,21929,53.11,0,0,0,0,0,0,0,0,172,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41293,Republican,53.11
Indiana,Wabash__IN,4168,31.14,9153,68.39,0,0,0,0,0,0,0,0,63,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13384,Republican,68.39
Indiana,Warren__IN,1542,40.59,2243,59.04,0,0,0,0,0,0,0,0,14,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3799,Republican,59.04
Indiana,Warrick__IN,7999,43.09,10504,56.58,0,0,0,0,0,0,0,0,61,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18564,Republican,56.58
Indiana,Washington__IN,3370,40.04,4998,59.39,0,0,0,0,0,0,0,0,48,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8416,Republican,59.39
Indiana,Wayne__IN,10209,38.23,16388,61.37,0,0,0,0,0,0,0,0,105,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26702,Republican,61.37
Indiana,Wells__IN,3437,30.72,7712,68.93,0,0,0,0,0,0,0,0,39,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11188,Republican,68.93
Indiana,White__IN,3256,34.23,6220,65.38,0,0,0,0,0,0,0,0,37,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9513,Republican,65.38
Indiana,Whitley__IN,3642,31.99,7679,67.44,0,0,0,0,0,0,0,0,65,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11386,Republican,67.44
Iowa,Adair__IA,2261,54.84,1833,44.46,0,0,0,0,0,0,5,0.12,0,0,17,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4123,Democrat,54.84
Iowa,Adams__IA,1283,53.91,1080,45.38,0,0,0,0,0,0,5,0.21,0,0,8,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,Democrat,53.91
Iowa,Allamakee__IA,2768,46.17,3186,53.14,0,0,0,0,0,0,11,0.18,0,0,18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995,Republican,53.14
Iowa,Appanoose__IA,3209,52.71,2779,45.65,0,0,0,0,0,0,15,0.25,0,0,23,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6088,Democrat,52.71
Iowa,Audubon__IA,1863,55.27,1478,43.84,0,0,0,0,0,0,4,0.12,0,0,10,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3371,Democrat,55.27
Iowa,Benton__IA,5873,58.87,4011,40.2,0,0,0,0,0,0,15,0.15,0,0,34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9977,Democrat,58.87
Iowa,Black_Hawk__IA,31657,56.36,24112,42.93,0,0,0,0,0,0,82,0.15,0,0,177,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56171,Democrat,56.36
Iowa,Boone__IA,7232,61.89,4381,37.49,0,0,0,0,0,0,11,0.09,0,0,18,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11686,Democrat,61.89
Iowa,Bremer__IA,4961,49.12,5079,50.29,0,0,0,0,0,0,18,0.18,0,0,17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10099,Republican,50.29
Iowa,Buchanan__IA,4778,57.42,3495,42,0,0,0,0,0,0,15,0.18,0,0,27,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8321,Democrat,57.42
Iowa,Buena_Vista__IA,4580,51.9,4170,47.25,0,0,0,0,0,0,35,0.4,0,0,24,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8825,Democrat,51.9
Iowa,Butler__IA,2593,42.19,3523,57.32,0,0,0,0,0,0,6,0.1,0,0,12,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146,Republican,57.32
Iowa,Calhoun__IA,2990,54.31,2474,44.94,0,0,0,0,0,0,14,0.25,0,0,12,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5505,Democrat,54.31
Iowa,Carroll__IA,5437,58.63,3701,39.91,0,0,0,0,0,0,22,0.24,0,0,34,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9273,Democrat,58.63
Iowa,Cass__IA,2934,42.11,3962,56.86,0,0,0,0,0,0,12,0.17,0,0,17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6968,Republican,56.86
Iowa,Cedar__IA,4032,53.91,3373,45.1,0,0,0,0,0,0,16,0.21,0,0,48,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7479,Democrat,53.91
Iowa,Cerro_Gordo__IA,12857,57.49,9358,41.84,0,0,0,0,0,0,36,0.16,0,0,40,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22365,Democrat,57.49
Iowa,Cherokee__IA,3574,52.14,3218,46.94,0,0,0,0,0,0,15,0.22,0,0,22,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6855,Democrat,52.14
Iowa,Chickasaw__IA,3530,57.53,2549,41.54,0,0,0,0,0,0,6,0.1,0,0,26,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6136,Democrat,57.53
Iowa,Clarke__IA,2262,57.5,1631,41.46,0,0,0,0,0,0,1,0.03,0,0,37,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934,Democrat,57.5
Iowa,Clay__IA,4173,53.02,3641,46.26,0,0,0,0,0,0,13,0.17,0,0,13,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870,Democrat,53.02
Iowa,Clayton__IA,4320,52.41,3839,46.58,0,0,0,0,0,0,18,0.22,0,0,35,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8242,Democrat,52.41
Iowa,Clinton__IA,12549,54.56,10243,44.53,0,0,0,0,0,0,55,0.24,0,0,39,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23002,Democrat,54.56
Iowa,Crawford__IA,3868,52.91,3375,46.16,0,0,0,0,0,0,21,0.29,0,0,19,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7311,Democrat,52.91
Iowa,Dallas__IA,7501,60.4,4858,39.12,0,0,0,0,0,0,19,0.15,0,0,35,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12419,Democrat,60.4
Iowa,Davis__IA,2246,58.35,1563,40.61,0,0,0,0,0,0,7,0.18,0,0,21,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849,Democrat,58.35
Iowa,Decatur__IA,2192,60.44,1406,38.76,0,0,0,0,0,0,9,0.25,0,0,16,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627,Democrat,60.44
Iowa,Delaware__IA,3947,53.11,3425,46.08,0,0,0,0,0,0,11,0.15,0,0,23,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7432,Democrat,53.11
Iowa,Des_Moines__IA,11593,59.84,7652,39.5,0,0,0,0,0,0,26,0.13,0,0,41,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374,Democrat,59.84
Iowa,Dickinson__IA,3342,47.06,3678,51.8,0,0,0,0,0,0,19,0.27,0,0,21,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7101,Republican,51.8
Iowa,Dubuque__IA,23797,61.74,14530,37.69,0,0,0,0,0,0,60,0.16,0,0,72,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38547,Democrat,61.74
Iowa,Emmet__IA,2778,55.82,2173,43.66,0,0,0,0,0,0,12,0.24,0,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4977,Democrat,55.82
Iowa,Fayette__IA,5304,51.56,4921,47.84,0,0,0,0,0,0,30,0.29,0,0,15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10287,Democrat,51.56
Iowa,Floyd__IA,4377,56.6,3266,42.23,0,0,0,0,0,0,11,0.14,0,0,26,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7733,Democrat,56.6
Iowa,Franklin__IA,2594,52.39,2320,46.86,0,0,0,0,0,0,9,0.18,0,0,7,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951,Democrat,52.39
Iowa,Fremont__IA,1547,43.86,1946,55.17,0,0,0,0,0,0,5,0.14,0,0,11,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527,Republican,55.17
Iowa,Greene__IA,3011,58.31,2091,40.49,0,0,0,0,0,0,10,0.19,0,0,20,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164,Democrat,58.31
Iowa,Grundy__IA,2211,38.91,3433,60.42,0,0,0,0,0,0,10,0.18,0,0,9,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5682,Republican,60.42
Iowa,Guthrie__IA,2910,58.4,2005,40.24,0,0,0,0,0,0,23,0.46,0,0,10,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4983,Democrat,58.4
Iowa,Hamilton__IA,4156,55.46,3277,43.73,0,0,0,0,0,0,14,0.19,0,0,24,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7494,Democrat,55.46
Iowa,Hancock__IA,2831,50.62,2731,48.83,0,0,0,0,0,0,6,0.11,0,0,8,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5593,Democrat,50.62
Iowa,Hardin__IA,5088,56.53,3856,42.84,0,0,0,0,0,0,18,0.2,0,0,25,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9001,Democrat,56.53
Iowa,Harrison__IA,2883,47.83,3108,51.57,0,0,0,0,0,0,8,0.13,0,0,21,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6027,Republican,51.57
Iowa,Henry__IA,3754,48.39,3951,50.93,0,0,0,0,0,0,18,0.23,0,0,26,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7758,Republican,50.93
Iowa,Howard__IA,2330,53.87,1970,45.55,0,0,0,0,0,0,3,0.07,0,0,17,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4325,Democrat,53.87
Iowa,Humboldt__IA,2713,50.64,2594,48.42,0,0,0,0,0,0,9,0.17,0,0,10,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5357,Democrat,50.64
Iowa,Ida__IA,1787,47.29,1951,51.63,0,0,0,0,0,0,11,0.29,0,0,11,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3779,Republican,51.63
Iowa,Iowa__IA,3338,49.93,3247,48.57,0,0,0,0,0,0,21,0.31,0,0,37,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6685,Democrat,49.93
Iowa,Jackson__IA,4864,59.08,3237,39.32,0,0,0,0,0,0,22,0.27,0,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8233,Democrat,59.08
Iowa,Jasper__IA,8940,56.82,6703,42.6,0,0,0,0,0,0,22,0.14,0,0,48,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15733,Democrat,56.82
Iowa,Jefferson__IA,3594,49.26,3614,49.53,0,0,0,0,0,0,40,0.55,0,0,40,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7296,Republican,49.53
Iowa,Johnson__IA,28759,64.41,15453,34.61,0,0,0,0,0,0,149,0.33,0,0,264,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44647,Democrat,64.41
Iowa,Jones__IA,4641,56.7,3496,42.71,0,0,0,0,0,0,8,0.1,0,0,35,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8185,Democrat,56.7
Iowa,Keokuk__IA,2899,55.43,2278,43.56,0,0,0,0,0,0,12,0.23,0,0,12,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5230,Democrat,55.43
Iowa,Kossuth__IA,5088,55.87,3938,43.24,0,0,0,0,0,0,13,0.14,0,0,8,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9107,Democrat,55.87
Iowa,Lee__IA,10911,63.11,6228,36.02,0,0,0,0,0,0,41,0.24,0,0,21,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17290,Democrat,63.11
Iowa,Linn__IA,42993,56.04,33129,43.18,0,0,0,0,0,0,178,0.23,0,0,361,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76718,Democrat,56.04
Iowa,Louisa__IA,2268,51.78,2060,47.03,0,0,0,0,0,0,15,0.34,0,0,27,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4380,Democrat,51.78
Iowa,Lucas__IA,2454,57.84,1776,41.86,0,0,0,0,0,0,3,0.07,0,0,8,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4243,Democrat,57.84
Iowa,Lyon__IA,1706,32.41,3517,66.81,0,0,0,0,0,0,8,0.15,0,0,7,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264,Republican,66.81
Iowa,Madison__IA,3421,58.36,2410,41.11,0,0,0,0,0,0,8,0.14,0,0,15,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862,Democrat,58.36
Iowa,Mahaska__IA,4451,47.76,4798,51.48,0,0,0,0,0,0,16,0.17,0,0,14,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9320,Republican,51.48
Iowa,Marion__IA,6922,53.44,5914,45.65,0,0,0,0,0,0,9,0.07,0,0,26,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12954,Democrat,53.44
Iowa,Marshall__IA,9760,55.62,7657,43.63,0,0,0,0,0,0,41,0.23,0,0,70,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17549,Democrat,55.62
Iowa,Mills__IA,2092,38.96,3212,59.82,0,0,0,0,0,0,25,0.47,0,0,13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369,Republican,59.82
Iowa,Mitchell__IA,2870,54.66,2338,44.52,0,0,0,0,0,0,7,0.13,0,0,9,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5251,Democrat,54.66
Iowa,Monona__IA,2408,53.62,2068,46.05,0,0,0,0,0,0,2,0.04,0,0,9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491,Democrat,53.62
